date,state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrollment,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,year,month,bio_age_17_plus,child_to_adult_ratio,total_updates,anomaly,total_population,biometric_per_enrollment
2025-11-09,Madhya Pradesh,Hoshangabad,461668,1,0,0,1,0,9,10,14,2025,11,14,0.6666666666666666,24,False,9,24.0
2025-11-09,Madhya Pradesh,Indore,453115,1,1,0,2,1,11,13,19,2025,11,19,0.65,32,False,12,16.0
2025-11-09,Madhya Pradesh,Indore,453331,0,1,0,1,3,29,8,20,2025,11,20,0.3809523809523809,28,False,32,28.0
2025-11-09,Madhya Pradesh,Jabalpur,483119,29,2,0,31,1,39,43,66,2025,11,66,0.6417910447761194,109,False,40,3.5161290322580645
2025-11-09,Madhya Pradesh,Katni,483775,12,3,0,15,13,38,39,22,2025,11,22,1.6956521739130437,61,False,51,4.066666666666666
2025-11-09,Madhya Pradesh,Mandsaur,458664,10,1,0,11,3,14,14,8,2025,11,8,1.5555555555555556,22,False,17,2.0
2025-11-09,Madhya Pradesh,Morena,476224,17,10,0,27,14,51,44,29,2025,11,29,1.4666666666666666,73,False,65,2.7037037037037037
2025-11-09,Madhya Pradesh,Morena,476554,1,1,0,2,3,19,15,11,2025,11,11,1.25,26,False,22,13.0
2025-11-09,Madhya Pradesh,Raisen,464651,1,0,0,1,0,11,8,15,2025,11,15,0.5,23,False,11,23.0
2025-11-09,Madhya Pradesh,Rajgarh,465667,1,2,0,3,4,10,11,48,2025,11,48,0.2244897959183673,59,False,14,19.666666666666668
2025-11-09,Madhya Pradesh,Rajgarh,465693,4,0,0,4,5,12,25,32,2025,11,32,0.7575757575757576,57,False,17,14.25
2025-11-09,Madhya Pradesh,Rajgarh,465697,3,0,0,3,5,20,24,42,2025,11,42,0.5581395348837209,66,False,25,22.0
2025-11-09,Madhya Pradesh,Sagar,470002,20,1,0,21,9,58,50,36,2025,11,36,1.351351351351351,86,False,67,4.095238095238095
2025-11-09,Madhya Pradesh,Sagar,470229,1,0,0,1,1,5,11,2,2025,11,2,3.6666666666666665,13,False,6,13.0
2025-11-09,Madhya Pradesh,Sagar,470442,8,1,0,9,1,8,13,14,2025,11,14,0.8666666666666667,27,False,9,3.0
2025-11-09,Madhya Pradesh,Sehore,466115,2,1,0,3,4,19,24,38,2025,11,38,0.6153846153846154,62,False,23,20.666666666666668
2025-11-09,Madhya Pradesh,Sehore,466116,1,0,0,1,1,19,36,49,2025,11,49,0.72,85,False,20,85.0
2025-11-09,Madhya Pradesh,Shivpuri,473662,0,2,0,2,2,7,8,12,2025,11,12,0.6153846153846154,20,False,9,10.0
2025-11-09,Madhya Pradesh,Singrauli,486882,17,1,0,18,8,53,53,43,2025,11,43,1.2045454545454546,96,False,61,5.333333333333333
2025-11-09,Madhya Pradesh,Singrauli,486885,1,0,0,1,5,11,6,6,2025,11,6,0.8571428571428571,12,False,16,12.0
2025-11-09,Madhya Pradesh,Singrauli,486887,2,0,0,2,4,3,10,3,2025,11,3,2.5,13,False,7,6.5
2025-11-09,Madhya Pradesh,Tikamgarh,472331,3,1,0,4,2,19,19,53,2025,11,53,0.3518518518518518,72,False,21,18.0
2025-11-09,Madhya Pradesh,Ujjain,456331,12,0,0,12,0,4,7,3,2025,11,3,1.75,10,False,4,0.8333333333333334
2025-11-09,Madhya Pradesh,Vidisha,464224,7,1,0,8,10,22,47,64,2025,11,64,0.7230769230769231,111,False,32,13.875
2025-11-09,Maharashtra,Ahmadnagar,413726,1,0,0,1,0,5,31,4,2025,11,4,6.2,35,False,5,35.0
2025-11-09,Maharashtra,Ahmadnagar,413736,2,0,0,2,1,5,41,7,2025,11,7,5.125,48,False,6,24.0
2025-11-09,Maharashtra,Ahmadnagar,414501,3,2,0,5,0,5,34,15,2025,11,15,2.125,49,False,5,9.8
2025-11-09,Maharashtra,Ahmadnagar,423109,2,0,0,2,2,10,28,16,2025,11,16,1.6470588235294117,44,False,12,22.0
2025-11-09,Maharashtra,Akola,444108,3,0,0,3,2,7,48,31,2025,11,31,1.5,79,False,9,26.333333333333332
2025-11-09,Maharashtra,Akola,444501,2,1,0,3,2,13,63,28,2025,11,28,2.1724137931034484,91,False,15,30.333333333333332
2025-11-09,Maharashtra,Amravati,444801,5,0,0,5,1,13,22,27,2025,11,27,0.7857142857142857,49,False,14,9.8
2025-11-09,Maharashtra,Amravati,444901,1,1,0,2,2,5,28,25,2025,11,25,1.0769230769230769,53,False,7,26.5
2025-11-09,Maharashtra,Aurangabad,431002,2,0,0,2,1,5,16,10,2025,11,10,1.4545454545454546,26,False,6,13.0
2025-11-09,Maharashtra,Aurangabad,431148,0,2,0,2,0,6,13,5,2025,11,5,2.1666666666666665,18,False,6,9.0
2025-11-09,Maharashtra,Buldhana,443103,0,1,0,1,1,13,28,31,2025,11,31,0.875,59,False,14,59.0
2025-11-09,Maharashtra,Chandrapur,442701,2,1,0,3,3,25,21,26,2025,11,26,0.7777777777777778,47,False,28,15.666666666666666
2025-11-09,Maharashtra,Chandrapur,442702,1,0,0,1,1,31,54,17,2025,11,17,3.0,71,False,32,71.0
2025-11-09,Maharashtra,Gadchiroli,441207,1,0,0,1,0,3,13,26,2025,11,26,0.4814814814814814,39,False,3,39.0
2025-11-09,Maharashtra,Gadchiroli,442707,4,1,0,5,0,14,10,22,2025,11,22,0.4347826086956521,32,False,14,6.4
2025-11-09,Maharashtra,Gadchiroli,442710,1,2,0,3,2,9,2,13,2025,11,13,0.1428571428571428,15,False,11,5.0
2025-11-09,Maharashtra,Jalgaon,424104,1,0,0,1,1,5,12,25,2025,11,25,0.4615384615384615,37,False,6,37.0
2025-11-09,Maharashtra,Jalgaon,425301,2,0,0,2,1,2,18,15,2025,11,15,1.125,33,False,3,16.5
2025-11-09,Maharashtra,Jalna,431208,2,1,0,3,1,9,17,19,2025,11,19,0.85,36,False,10,12.0
2025-11-09,Maharashtra,Jalna,431507,1,0,0,1,1,5,19,17,2025,11,17,1.0555555555555556,36,False,6,36.0
2025-11-09,Maharashtra,Kolhapur,416002,1,0,0,1,4,4,33,13,2025,11,13,2.357142857142857,46,False,8,46.0
2025-11-09,Maharashtra,Kolhapur,416229,2,0,0,2,1,7,24,7,2025,11,7,3.0,31,False,8,15.5
2025-11-09,Maharashtra,Latur,413512,11,3,0,14,7,77,88,105,2025,11,105,0.8301886792452831,193,False,84,13.785714285714286
2025-11-09,Maharashtra,Latur,413524,1,0,0,1,0,16,16,12,2025,11,12,1.2307692307692308,28,False,16,28.0
2025-11-09,Maharashtra,Latur,431522,1,0,0,1,1,9,8,20,2025,11,20,0.3809523809523809,28,False,10,28.0
2025-11-09,Maharashtra,Mumbai City,400033,6,1,0,7,1,10,3,8,2025,11,8,0.3333333333333333,11,False,11,1.5714285714285714
2025-11-09,Maharashtra,Nagpur,441203,8,2,0,10,1,6,20,20,2025,11,20,0.9523809523809524,40,False,7,4.0
2025-11-09,Maharashtra,Nanded,431601,4,1,0,5,4,25,73,27,2025,11,27,2.607142857142857,100,False,29,20.0
2025-11-09,Maharashtra,Nandurbar,425419,4,0,0,4,1,6,28,43,2025,11,43,0.6363636363636364,71,False,7,17.75
2025-11-09,Maharashtra,Nashik,422005,2,0,0,2,0,4,2,5,2025,11,5,0.3333333333333333,7,False,4,3.5
2025-11-09,Maharashtra,Nashik,422104,1,0,0,1,2,8,8,15,2025,11,15,0.5,23,False,10,23.0
2025-11-09,Maharashtra,Nashik,422302,1,0,0,1,0,3,5,11,2025,11,11,0.4166666666666667,16,False,3,16.0
2025-11-09,Maharashtra,Nashik,423104,3,0,0,3,3,26,117,34,2025,11,34,3.342857142857143,151,False,29,50.333333333333336
2025-11-09,Maharashtra,Nashik,423201,2,0,0,2,0,8,15,14,2025,11,14,1.0,29,False,8,14.5
2025-11-09,Maharashtra,Nashik,423205,1,1,0,2,0,3,21,18,2025,11,18,1.105263157894737,39,False,3,19.5
2025-11-09,Maharashtra,Osmanabad,413528,3,0,0,3,0,2,3,4,2025,11,4,0.6,7,False,2,2.3333333333333335
2025-11-09,Maharashtra,Osmanabad,413534,0,1,0,1,0,3,5,14,2025,11,14,0.3333333333333333,19,False,3,19.0
2025-11-09,Maharashtra,Osmanabad,413623,3,0,0,3,0,2,3,5,2025,11,5,0.5,8,False,2,2.6666666666666665
2025-11-09,Maharashtra,Palghar,401501,6,1,0,7,5,40,31,12,2025,11,12,2.3846153846153846,43,False,45,6.142857142857143
2025-11-09,Maharashtra,Pune,411032,3,0,0,3,1,8,32,2,2025,11,2,10.666666666666666,34,False,9,11.333333333333334
2025-11-09,Maharashtra,Pune,411045,2,1,0,3,3,25,10,6,2025,11,6,1.4285714285714286,16,False,28,5.333333333333333
2025-11-09,Maharashtra,Pune,412304,1,1,0,2,0,3,1,3,2025,11,3,0.25,4,False,3,2.0
2025-11-09,Maharashtra,Pune,412402,1,0,0,1,1,6,6,0,2025,11,0,6.0,6,False,7,6.0
2025-11-09,Maharashtra,Pune,412412,1,1,0,2,0,7,9,1,2025,11,1,4.5,10,False,7,5.0
2025-11-09,Maharashtra,Raigarh,402402,1,0,0,1,0,3,1,0,2025,11,0,1.0,1,False,3,1.0
2025-11-09,Maharashtra,Ratnagiri,415603,2,0,0,2,0,1,9,2,2025,11,2,3.0,11,False,1,5.5
2025-11-09,Maharashtra,Ratnagiri,415722,1,0,0,1,0,2,22,4,2025,11,4,4.4,26,False,2,26.0
2025-11-09,Maharashtra,Sangli,415406,1,0,0,1,0,3,4,4,2025,11,4,0.8,8,False,3,8.0
2025-11-09,Maharashtra,Sangli,416419,1,0,0,1,0,3,3,1,2025,11,1,1.5,4,False,3,4.0
2025-11-09,Maharashtra,Solapur,413222,1,0,0,1,0,14,32,23,2025,11,23,1.3333333333333333,55,False,14,55.0
2025-11-09,Maharashtra,Solapur,413248,1,0,0,1,4,7,40,12,2025,11,12,3.076923076923077,52,False,11,52.0
2025-11-09,Maharashtra,Solapur,413304,8,0,0,8,5,46,200,27,2025,11,27,7.142857142857143,227,False,51,28.375
2025-11-09,Maharashtra,Solapur,413401,7,1,0,8,3,43,46,32,2025,11,32,1.393939393939394,78,False,46,9.75
2025-11-09,Maharashtra,Thane,401610,0,1,0,1,0,3,1,2,2025,11,2,0.3333333333333333,3,False,3,3.0
2025-11-09,Maharashtra,Wardha,442001,3,0,0,3,5,39,34,64,2025,11,64,0.5230769230769231,98,False,44,32.666666666666664
2025-11-09,Maharashtra,Yavatmal,445103,1,0,0,1,2,47,31,18,2025,11,18,1.631578947368421,49,False,49,49.0
2025-11-09,Manipur,Churachandpur,795128,6,4,0,10,7,46,7,15,2025,11,15,0.4375,22,False,53,2.2
2025-11-09,Manipur,Senapati,795107,4,6,0,10,0,7,3,4,2025,11,4,0.6,7,False,7,0.7
2025-11-09,Manipur,Ukhrul,795145,4,2,0,6,4,24,5,18,2025,11,18,0.2631578947368421,23,False,28,3.8333333333333335
2025-11-09,Meghalaya,East Khasi Hills,793001,0,0,1,1,0,10,1,7,2025,11,7,0.125,8,False,10,8.0
2025-11-09,Meghalaya,East Khasi Hills,793003,1,0,0,1,0,1,0,1,2025,11,1,0.0,1,False,1,1.0
2025-11-09,Meghalaya,East Khasi Hills,793006,0,1,0,1,0,2,1,12,2025,11,12,0.0769230769230769,13,False,2,13.0
2025-11-09,Meghalaya,Ri Bhoi,793103,1,1,0,2,5,17,5,1,2025,11,1,2.5,6,False,22,3.0
2025-11-09,Meghalaya,South West Khasi Hills,793114,1,4,0,5,1,23,2,2,2025,11,2,0.6666666666666666,4,False,24,0.8
2025-11-09,Mizoram,Lunglei,796571,1,0,0,1,0,6,1,1,2025,11,1,0.5,2,False,6,2.0
2025-11-09,Mizoram,Serchhip,796161,1,1,0,2,0,3,1,0,2025,11,0,1.0,1,False,3,0.5
2025-11-09,Nagaland,Shamator,798628,0,0,2,2,0,5,1,0,2025,11,0,1.0,1,False,5,0.5
2025-11-09,Odisha,Balangir,767035,0,2,0,2,0,8,15,10,2025,11,10,1.3636363636363635,25,False,8,12.5
2025-11-09,Odisha,Bargarh,768102,1,0,0,1,2,10,5,4,2025,11,4,1.0,9,False,12,9.0
2025-11-09,Odisha,Boudh,762020,2,0,0,2,0,9,10,4,2025,11,4,2.0,14,False,9,7.0
2025-11-09,Odisha,Cuttack,754131,0,1,0,1,1,5,7,9,2025,11,9,0.7,16,False,6,16.0
2025-11-09,Odisha,Debagarh,768110,1,0,0,1,3,22,7,3,2025,11,3,1.75,10,False,25,10.0
2025-11-09,Odisha,Dhenkanal,759016,1,0,0,1,5,42,11,18,2025,11,18,0.5789473684210527,29,False,47,29.0
2025-11-09,Odisha,Dhenkanal,759039,1,0,0,1,2,5,7,4,2025,11,4,1.4,11,False,7,11.0
2025-11-09,Odisha,Gajapati,761207,1,0,0,1,6,13,9,19,2025,11,19,0.45,28,False,19,28.0
2025-11-09,Odisha,Ganjam,761054,2,0,0,2,2,9,1,5,2025,11,5,0.1666666666666666,6,False,11,3.0
2025-11-09,Odisha,Ganjam,761126,2,1,0,3,1,9,3,2,2025,11,2,1.0,5,False,10,1.6666666666666667
2025-11-09,Odisha,Jajpur,755009,1,0,0,1,1,6,13,5,2025,11,5,2.1666666666666665,18,False,7,18.0
2025-11-09,Odisha,Jajpur,755028,3,0,0,3,0,2,1,0,2025,11,0,1.0,1,False,2,0.3333333333333333
2025-11-09,Odisha,Jagatsinghapur,754138,2,0,0,2,0,5,9,4,2025,11,4,1.8,13,False,5,6.5
2025-11-09,Odisha,Jharsuguda,768201,3,0,0,3,1,15,7,6,2025,11,6,1.0,13,False,16,4.333333333333333
2025-11-09,Odisha,Kalahandi,766012,2,0,0,2,4,17,8,8,2025,11,8,0.8888888888888888,16,False,21,8.0
2025-11-09,Odisha,Kalahandi,766015,3,1,0,4,2,32,16,10,2025,11,10,1.4545454545454546,26,False,34,6.5
2025-11-09,Odisha,Kalahandi,766101,1,0,0,1,2,11,13,6,2025,11,6,1.8571428571428568,19,False,13,19.0
2025-11-09,Odisha,Kendrapara,754215,2,0,0,2,3,32,11,6,2025,11,6,1.5714285714285714,17,False,35,8.5
2025-11-09,Odisha,Kendrapara,754218,1,0,0,1,0,6,1,3,2025,11,3,0.25,4,False,6,4.0
2025-11-09,Odisha,Kendrapara,754245,2,0,0,2,0,6,3,4,2025,11,4,0.6,7,False,6,3.5
2025-11-09,Odisha,Kendujhar,758016,1,0,0,1,0,8,8,4,2025,11,4,1.6,12,False,8,12.0
2025-11-09,Odisha,Kendujhar,758019,2,0,0,2,5,20,3,10,2025,11,10,0.2727272727272727,13,False,25,6.5
2025-11-09,Odisha,Malkangiri,764047,5,0,0,5,10,33,5,7,2025,11,7,0.625,12,False,43,2.4
2025-11-09,Odisha,Mayurbhanj,757018,1,1,0,2,0,9,5,4,2025,11,4,1.0,9,False,9,4.5
2025-11-09,Odisha,Mayurbhanj,757073,1,0,0,1,1,8,2,3,2025,11,3,0.5,5,False,9,5.0
2025-11-09,Odisha,Mayurbhanj,757079,1,0,0,1,1,19,11,10,2025,11,10,1.0,21,False,20,21.0
2025-11-09,Odisha,Puri,752001,3,0,0,3,0,10,5,8,2025,11,8,0.5555555555555556,13,False,10,4.333333333333333
2025-11-09,Odisha,Puri,752017,4,0,0,4,5,11,16,5,2025,11,5,2.6666666666666665,21,False,16,5.25
2025-11-09,Odisha,Rayagada,765025,2,0,0,2,1,7,9,11,2025,11,11,0.75,20,False,8,10.0
2025-11-09,Odisha,Rayagada,765033,4,0,0,4,1,6,9,3,2025,11,3,2.25,12,False,7,3.0
2025-11-09,Odisha,Sundergarh,770001,0,1,0,1,1,0,2,0,2025,11,0,2.0,2,False,1,2.0
2025-11-09,Punjab,Barnala,148025,1,0,0,1,0,1,3,4,2025,11,4,0.6,7,False,1,7.0
2025-11-09,Punjab,Bathinda,151101,4,0,0,4,3,15,12,12,2025,11,12,0.9230769230769232,24,False,18,6.0
2025-11-09,Punjab,Fatehgarh Sahib,140102,1,0,0,1,0,2,0,3,2025,11,3,0.0,3,False,2,3.0
2025-11-09,Punjab,Fatehgarh Sahib,141411,1,0,0,1,0,7,1,7,2025,11,7,0.125,8,False,7,8.0
2025-11-09,Punjab,Ferozepur,142044,2,0,0,2,0,19,6,17,2025,11,17,0.3333333333333333,23,False,19,11.5
2025-11-09,Punjab,Gurdaspur,143515,4,0,0,4,1,15,3,8,2025,11,8,0.3333333333333333,11,False,16,2.75
2025-11-09,Punjab,Hoshiarpur,144204,1,0,0,1,1,8,2,8,2025,11,8,0.2222222222222222,10,False,9,10.0
2025-11-09,Punjab,Hoshiarpur,144221,1,0,0,1,0,13,8,16,2025,11,16,0.4705882352941176,24,False,13,24.0
2025-11-09,Punjab,Hoshiarpur,144528,1,0,0,1,0,3,3,6,2025,11,6,0.4285714285714285,9,False,3,9.0
2025-11-09,Punjab,Jalandhar,144007,0,1,0,1,1,4,1,6,2025,11,6,0.1428571428571428,7,False,5,7.0
2025-11-09,Punjab,Jalandhar,144024,1,0,0,1,0,4,2,7,2025,11,7,0.25,9,False,4,9.0
2025-11-09,Punjab,Jalandhar,144039,1,0,0,1,1,8,6,20,2025,11,20,0.2857142857142857,26,False,9,26.0
2025-11-09,Punjab,Jalandhar,144201,2,0,0,2,1,10,2,14,2025,11,14,0.1333333333333333,16,False,11,8.0
2025-11-09,Punjab,Ludhiana,141116,0,1,0,1,2,22,4,4,2025,11,4,0.8,8,False,24,8.0
2025-11-09,Punjab,Ludhiana,141118,3,0,0,3,0,5,0,4,2025,11,4,0.0,4,False,5,1.3333333333333333
2025-11-09,Punjab,Ludhiana,141203,1,0,0,1,0,4,0,1,2025,11,1,0.0,1,False,4,1.0
2025-11-09,Punjab,Ludhiana,141401,3,0,0,3,2,42,19,28,2025,11,28,0.6551724137931034,47,False,44,15.666666666666666
2025-11-09,Punjab,Ludhiana,142022,1,0,0,1,0,10,3,5,2025,11,5,0.5,8,False,10,8.0
2025-11-09,Punjab,Patiala,147101,5,1,0,6,1,40,13,26,2025,11,26,0.4814814814814814,39,False,41,6.5
2025-11-09,Punjab,Rupnagar,140123,1,0,0,1,0,3,3,3,2025,11,3,0.75,6,False,3,6.0
2025-11-09,Punjab,Sas Nagar (Mohali),140306,1,0,0,1,1,14,9,12,2025,11,12,0.6923076923076923,21,False,15,21.0
2025-11-09,Punjab,Sangrur,148027,1,0,0,1,3,19,16,25,2025,11,25,0.6153846153846154,41,False,22,41.0
2025-11-09,Punjab,Sangrur,148028,4,2,0,6,2,43,9,24,2025,11,24,0.36,33,False,45,5.5
2025-11-09,Punjab,Tarn Taran,143410,2,0,0,2,1,11,1,4,2025,11,4,0.2,5,False,12,2.5
2025-11-09,Rajasthan,Ajmer,305811,0,1,0,1,2,6,34,13,2025,11,13,2.4285714285714284,47,False,8,47.0
2025-11-09,Rajasthan,Alwar,301018,3,0,0,3,0,4,7,5,2025,11,5,1.1666666666666667,12,False,4,4.0
2025-11-09,Rajasthan,Alwar,301405,3,2,0,5,5,32,107,14,2025,11,14,7.133333333333334,121,False,37,24.2
2025-11-09,Rajasthan,Alwar,301409,3,1,0,4,0,7,23,8,2025,11,8,2.555555555555556,31,False,7,7.75
2025-11-09,Rajasthan,Alwar,301410,2,0,0,2,0,12,50,13,2025,11,13,3.571428571428572,63,False,12,31.5
2025-11-09,Rajasthan,Alwar,301704,1,0,0,1,4,6,18,8,2025,11,8,2.0,26,False,10,26.0
2025-11-09,Rajasthan,Banswara,327001,12,5,0,17,17,125,227,59,2025,11,59,3.783333333333333,286,False,142,16.823529411764707
2025-11-09,Rajasthan,Banswara,327021,4,0,0,4,3,17,119,4,2025,11,4,23.8,123,False,20,30.75
2025-11-09,Rajasthan,Banswara,327025,1,1,0,2,7,29,74,15,2025,11,15,4.625,89,False,36,44.5
2025-11-09,Rajasthan,Banswara,327602,5,5,0,10,8,70,71,10,2025,11,10,6.454545454545454,81,False,78,8.1
2025-11-09,Rajasthan,Barmer,344021,2,0,0,2,1,30,49,22,2025,11,22,2.130434782608696,71,False,31,35.5
2025-11-09,Rajasthan,Barmer,344705,0,1,0,1,0,7,38,2,2025,11,2,12.666666666666666,40,False,7,40.0
2025-11-09,Rajasthan,Bharatpur,321615,1,1,0,2,1,4,14,4,2025,11,4,2.8,18,False,5,9.0
2025-11-09,Rajasthan,Bhilwara,311204,3,0,0,3,1,15,15,9,2025,11,9,1.5,24,False,16,8.0
2025-11-09,Rajasthan,Bikaner,331803,6,5,0,11,4,48,106,46,2025,11,46,2.25531914893617,152,False,52,13.818181818181818
2025-11-09,Rajasthan,Bundi,323603,2,1,0,3,3,20,31,14,2025,11,14,2.066666666666667,45,False,23,15.0
2025-11-09,Rajasthan,Churu,331517,5,0,0,5,7,17,39,10,2025,11,10,3.5454545454545454,49,False,24,9.8
2025-11-09,Rajasthan,Churu,331518,1,0,0,1,1,15,39,9,2025,11,9,3.9,48,False,16,48.0
2025-11-09,Rajasthan,Dausa,303304,1,0,0,1,1,2,28,17,2025,11,17,1.5555555555555556,45,False,3,45.0
2025-11-09,Rajasthan,Dausa,303315,1,1,0,2,1,7,44,11,2025,11,11,3.6666666666666665,55,False,8,27.5
2025-11-09,Rajasthan,Dausa,321608,11,0,0,11,6,10,74,17,2025,11,17,4.111111111111111,91,False,16,8.272727272727273
2025-11-09,Rajasthan,Dausa,322240,1,1,0,2,4,11,30,7,2025,11,7,3.75,37,False,15,18.5
2025-11-09,Rajasthan,Dholpur,328041,2,1,0,3,1,29,17,8,2025,11,8,1.8888888888888888,25,False,30,8.333333333333334
2025-11-09,Rajasthan,Dungarpur,314031,2,1,0,3,0,5,14,6,2025,11,6,2.0,20,False,5,6.666666666666667
2025-11-09,Rajasthan,Dungarpur,314036,2,0,0,2,0,12,51,5,2025,11,5,8.5,56,False,12,28.0
2025-11-09,Rajasthan,Dungarpur,314401,2,0,0,2,1,5,22,1,2025,11,1,11.0,23,False,6,11.5
2025-11-09,Rajasthan,Dungarpur,314404,3,2,0,5,5,20,80,10,2025,11,10,7.272727272727272,90,False,25,18.0
2025-11-09,Rajasthan,Dungarpur,314801,4,1,0,5,1,32,47,4,2025,11,4,9.4,51,False,33,10.2
2025-11-09,Rajasthan,Ganganagar,335704,1,2,0,3,1,23,82,16,2025,11,16,4.823529411764706,98,False,24,32.666666666666664
2025-11-09,West Bengal,Paschim Medinipur,721517,1,0,0,1,6,23,20,13,2025,11,13,1.4285714285714286,33,False,29,33.0
2025-11-09,West Bengal,Purulia,723130,1,0,0,1,0,6,0,1,2025,11,1,0.0,1,False,6,1.0
2025-11-09,West Bengal,Puruliya,723127,8,0,0,8,12,88,18,19,2025,11,19,0.9,37,False,100,4.625
2025-11-09,West Bengal,Puruliya,723142,1,0,0,1,0,6,0,3,2025,11,3,0.0,3,False,6,3.0
2025-11-09,West Bengal,South 24 Parganas,700082,2,0,0,2,0,9,3,2,2025,11,2,1.0,5,False,9,2.5
2025-11-09,West Bengal,South 24 Parganas,700149,0,2,0,2,0,18,4,7,2025,11,7,0.5,11,False,18,5.5
2025-11-09,West Bengal,South 24 Parganas,743387,6,2,0,8,4,99,19,24,2025,11,24,0.76,43,False,103,5.375
2025-11-09,West Bengal,Uttar Dinajpur,733202,26,16,0,42,9,308,30,69,2025,11,69,0.4285714285714285,99,False,317,2.357142857142857
2025-11-09,West Bengal,Uttar Dinajpur,733208,16,4,0,20,15,187,16,44,2025,11,44,0.3555555555555555,60,False,202,3.0
2025-11-09,Karnataka,Haveri,581120,2,1,0,3,0,4,1,5,2025,11,5,0.1666666666666666,6,False,4,2.0
2025-11-09,Karnataka,Haveri,581145,1,0,0,1,0,5,2,0,2025,11,0,2.0,2,False,5,2.0
2025-11-09,Karnataka,Kolar,563131,4,0,0,4,6,26,18,21,2025,11,21,0.8181818181818182,39,False,32,9.75
2025-11-09,Karnataka,Kolar,563162,1,0,0,1,0,6,0,4,2025,11,4,0.0,4,False,6,4.0
2025-11-09,Karnataka,Koppal,583277,1,0,0,1,0,19,15,13,2025,11,13,1.0714285714285714,28,False,19,28.0
2025-11-09,Karnataka,Mandya,571429,1,0,0,1,0,4,2,4,2025,11,4,0.4,6,False,4,6.0
2025-11-09,Karnataka,Mandya,571430,4,0,0,4,0,22,5,13,2025,11,13,0.3571428571428571,18,False,22,4.5
2025-11-09,Karnataka,Mysore,570010,1,0,0,1,0,2,1,9,2025,11,9,0.1,10,False,2,10.0
2025-11-09,Karnataka,Raichur,584123,5,0,0,5,1,30,31,23,2025,11,23,1.2916666666666667,54,False,31,10.8
2025-11-09,Karnataka,Raichur,584143,2,1,0,3,1,3,4,12,2025,11,12,0.3076923076923077,16,False,4,5.333333333333333
2025-11-09,Karnataka,Ramanagar,562120,1,0,0,1,2,4,17,6,2025,11,6,2.4285714285714284,23,False,6,23.0
2025-11-09,Karnataka,Shimoga,577201,3,0,0,3,0,14,4,12,2025,11,12,0.3076923076923077,16,False,14,5.333333333333333
2025-11-09,Karnataka,Shivamogga,577204,2,0,0,2,0,8,4,8,2025,11,8,0.4444444444444444,12,False,8,6.0
2025-11-09,Karnataka,Shivamogga,577220,1,0,0,1,0,1,0,1,2025,11,1,0.0,1,False,1,1.0
2025-11-09,Karnataka,Tumkur,572116,1,0,0,1,0,3,0,1,2025,11,1,0.0,1,False,3,1.0
2025-11-09,Karnataka,Uttara Kannada,581352,1,0,0,1,1,6,1,1,2025,11,1,0.5,2,False,7,2.0
2025-11-09,Karnataka,Uttara Kannada,581359,1,0,0,1,1,5,5,2,2025,11,2,1.6666666666666667,7,False,6,7.0
2025-11-09,Karnataka,Uttara Kannada,581421,1,0,0,1,0,2,1,1,2025,11,1,0.5,2,False,2,2.0
2025-11-09,Karnataka,Yadgir,585214,6,0,0,6,0,7,0,2,2025,11,2,0.0,2,False,7,0.3333333333333333
2025-11-09,Kerala,Ernakulam,683105,1,1,0,2,0,8,3,2,2025,11,2,1.0,5,False,8,2.5
2025-11-09,Kerala,Ernakulam,683522,2,0,0,2,0,1,0,2,2025,11,2,0.0,2,False,1,1.0
2025-11-09,Kerala,Ernakulam,686673,2,1,0,3,1,18,7,13,2025,11,13,0.5,20,False,19,6.666666666666667
2025-11-09,Kerala,Idukki,685515,3,0,0,3,0,12,2,9,2025,11,9,0.2,11,False,12,3.6666666666666665
2025-11-09,Kerala,Idukki,685532,0,1,0,1,1,3,0,2,2025,11,2,0.0,2,False,4,2.0
2025-11-09,Kerala,Idukki,685565,1,0,0,1,1,5,1,7,2025,11,7,0.125,8,False,6,8.0
2025-11-09,Kerala,Idukki,685612,1,0,0,1,1,10,2,5,2025,11,5,0.3333333333333333,7,False,11,7.0
2025-11-09,Kerala,Kannur,670561,1,0,0,1,0,2,5,10,2025,11,10,0.4545454545454545,15,False,2,15.0
2025-11-09,Kerala,Kannur,670612,1,0,0,1,1,8,0,7,2025,11,7,0.0,7,False,9,7.0
2025-11-09,Kerala,Kannur,670661,1,1,0,2,1,9,2,3,2025,11,3,0.5,5,False,10,2.5
2025-11-09,Kerala,Kollam,689695,1,1,0,2,1,4,4,10,2025,11,10,0.3636363636363636,14,False,5,7.0
2025-11-09,Kerala,Kollam,690518,0,1,0,1,0,3,4,1,2025,11,1,2.0,5,False,3,5.0
2025-11-09,Kerala,Kollam,691507,1,0,0,1,1,14,4,4,2025,11,4,0.8,8,False,15,8.0
2025-11-09,Kerala,Kollam,691559,3,0,0,3,2,2,1,11,2025,11,11,0.0833333333333333,12,False,4,4.0
2025-11-09,Kerala,Kottayam,686587,1,0,0,1,1,4,1,4,2025,11,4,0.2,5,False,5,5.0
2025-11-09,Kerala,Kottayam,686604,1,0,0,1,1,4,0,3,2025,11,3,0.0,3,False,5,3.0
